2N7002-7-F	from hqew, 捷辉电子商行	PIOPES	&nbsp;	4010	SOT-23
215B1DAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0720+	18	BGA
215B1DAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0802+	2	BGA
215B1EAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0715+	18	BGA
215B1EAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0940+	6	BGA
215C78AVA12PH	from hqew, 捷辉电子商行	ATI	0441+	15	BGA
215C78AVA12PH	from hqew, 捷辉电子商行	ATI	0453+	1	BGA
215C78AVA12PHG	from hqew, 捷辉电子商行	ATI	0919+	127	BGA
215CADAKA26FG RV530	from hqew, 捷辉电子商行	ATI	0608+	4	BGA
215CADAKA26FG RV530PRO	from hqew, 捷辉电子商行	ATI	0701+	13	BGA
215CAEAKA26FG	from hqew, 捷辉电子商行	ATI	0629+	12	BGA
215CAFAKA13FG X1600SE	from hqew, 捷辉电子商行	ATI	0645+	25	BGA
215CCDBKB12FG	from hqew, 捷辉电子商行	ATI	0715+	32	BGA
215CQA6AVA12FG	from hqew, 捷辉电子商行	AMD	0810+	25	BGA
215FADAKA12FG RV515	from hqew, 捷辉电子商行	ATI	0610+	49	BGA
215FADAKA12FG RV515	from hqew, 捷辉电子商行	ATI	0612+	9	BGA
215FPS3ATA11H 9100IGP PRO RS350	from hqew, 捷辉电子商行	ATI	0452+	1	BGA
215L78ANA12H	from hqew, 捷辉电子商行	ATI	0323+	6	BGA
215LCAAKA12F X700	from hqew, 捷辉电子商行	ATI	0503+	12	BGA
215LCAAKA13FG X700	from hqew, 捷辉电子商行	ATI	0617+	8	BGA
215LCAAKA13FG X700	from hqew, 捷辉电子商行	ATI	0552+	7	BGA
215LCAAKA13FG X700	from hqew, 捷辉电子商行	ATI	0516+	29	BGA
215LCAAKA13FG X700	from hqew, 捷辉电子商行	ATI	0813+	4	BGA
215LCAAKA13FL X700	from hqew, 捷辉电子商行	ATI	0615+	24	BGA
215LCAAKA13FL X700	from hqew, 捷辉电子商行	ATI	0613+	2	BGA
215LKBAKA14FG	from hqew, 捷辉电子商行	ATI	0842+	15	BGA
215LKBAKA14FG	from hqew, 捷辉电子商行	Other	0933+	3	
215LKBALA15FG	from hqew, 捷辉电子商行	ATI	0932+	10	BGA
215LKCAKA12FG	from hqew, 捷辉电子商行	ATI	0712+	11	BGA
215LKCAKA14FG	from hqew, 捷辉电子商行	ATI	0830+	18	BGA
215LKCAKA14FG	from hqew, 捷辉电子商行	ATI	0751+	14	BGA
215LKCALA15FG	from hqew, 捷辉电子商行	ATI	0833+	12	BGA
215PADAKA12FG	from hqew, 捷辉电子商行	ATI	0717+	2	BGA
215PADAKA12FG	from hqew, 捷辉电子商行	ATI	0711+	24	BGA
215QDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0847+	5	BGA
215QDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0907+	1	BGA
215QDA7BKA11FG	from hqew, 捷辉电子商行	AMD	0719+	40	BGA
215R3PUA33	from hqew, 捷辉电子商行	ATI	0029+	120	QFP
215R6VALA21 ES1000	from hqew, 捷辉电子商行	ATI	0608+	24	BGA
215R7AAGA13H	from hqew, 捷辉电子商行	NVIDIA	0216+	10	BGA
215R8JCKA13F	from hqew, 捷辉电子商行	ATI	0506+	32	BGA
215R9JCGA13F 9600XT	from hqew, 捷辉电子商行	ATI	0440+	1	BGA
215R9JCGA13F 9600XT	from hqew, 捷辉电子商行	ATI	0416+	1	BGA
215R9JCGA13F 9600XT	from hqew, 捷辉电子商行	ATI	0505+	15	BGA
215RCJALA11F 9600PRO	from hqew, 捷辉电子商行	ATI	0514+	11	BGA
215RCNALA11F 9550	from hqew, 捷辉电子商行	ATI	0517+	5	BGA
215RDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0747+	14	BGA
215RDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0741+	30	BGA
215RDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0915+	30	BGA
215REDAKA12F X300SE	from hqew, 捷辉电子商行	ATI	0428+	21	BGA
215REDAKA12F X300SE	from hqew, 捷辉电子商行	ATI	0426+	3	BGA
215REDAKA12F X300SE	from hqew, 捷辉电子商行	ATI	0425+	1	BGA
215REMAKA13F X300SE	from hqew, 捷辉电子商行	ATI	0602+	15	BGA
215RETAKA12F X300SE	from hqew, 捷辉电子商行	ATI	0529+	11	BGA
215RETAKA12FG X300SE	from hqew, 捷辉电子商行	ATI	0515+	9	BGA
215RETALA12F	from hqew, 捷辉电子商行	ATI	0605+	48	BGA
215RETALA12FG	from hqew, 捷辉电子商行	ATI	0844+	86	BGA
215RETALA12FG X300SE	from hqew, 捷辉电子商行	ATI	0627+	86	BGA
215RETALA12FG X300SE	from hqew, 捷辉电子商行	ATI	0714+	27	BGA
215RFA4ALA11FK RS482	from hqew, 捷辉电子商行	ATI	0506+	24	BGA
215RPS3BGA21H 9100IGP	from hqew, 捷辉电子商行	ATI	0536+	100	BGA
215RPS3BGA21H 9100IGP	from hqew, 捷辉电子商行	ATI	0401+	1	BGA
215RPS3BGA21H 9100IGP	from hqew, 捷辉电子商行	ATI	0435+	1	BGA
215RQA6AVA15FG	from hqew, 捷辉电子商行	AMD	0743+	25	BGA
215RQA6AVA16FG	from hqew, 捷辉电子商行	AMD	0724+	10	BGA
215S8AAKA23F X600	from hqew, 捷辉电子商行	ATI	0547+	3	BGA
215S8CAKA23FG X550	from hqew, 捷辉电子商行	ATI	0831+	4	BGA
215S8CALA23FG	from hqew, 捷辉电子商行	ATI	0718+	9	BGA
215S8ZAKA22F X600PRO	from hqew, 捷辉电子商行	ATI	0520+	11	BGA
215SCP5ALA11FG RS415S/200	from hqew, 捷辉电子商行	ATI	0648+	5	BGA
216CLS3BGA21H 9000IGP	from hqew, 捷辉电子商行	ATI	0518+	149	BGA
216CZJAKA13FHG X1300	from hqew, 捷辉电子商行	ATI	0646+	1	BGA
216DDPAVA12FAG	from hqew, 捷辉电子商行	ATI	0801+	200	BGA
216DVCBBKA13 M7-16CL/7500	from hqew, 捷辉电子商行	ATI	0308+	25	BGA
216GHLAKC13FAG	from hqew, 捷辉电子商行	ATI	0737+	400	BGA
216MCA4ALA12FG RS485MC	from hqew, 捷辉电子商行	ATI	0723+	387	BGA
216PECGA12F 9800	from hqew, 捷辉电子商行	ATI	0502+	8	BGA
216Q7CFBGA13 M7-CPS32/7500	from hqew, 捷辉电子商行	ATI	0423+	10	BGA
216Q7CGBAG13 M7-CSP32	from hqew, 捷辉电子商行	ATI	0724+	5	BGA
218S2RBNA44 IXP200	from hqew, 捷辉电子商行	ATI	0435+	12	BGA
218S4EASA32HG IXP400	from hqew, 捷辉电子商行	ATI	0606+	156	BGA
218S4PASA12G SB450 IXP450	from hqew, 捷辉电子商行	ATI	0608+	80	BGA
218S4PASA12G SB450/IXP450	from hqew, 捷辉电子商行	ATI	0606+	19	BGA
218S4PASA12K SB450	from hqew, 捷辉电子商行	ATI	0610+	12	BGA
218S4PASA13G SB450	from hqew, 捷辉电子商行	ATI	0725+	5	BGA
218S6ECLA21FG SB600	from hqew, 捷辉电子商行	ATI	0940+	36	BGA
218S6ECLA21FG SB600	from hqew, 捷辉电子商行	ATI	0932+	60	BGA
218S6ECLA21FG SB600	from hqew, 捷辉电子商行	ATI	0733+	35	BGA
218S6ECLA21FG SB600	from hqew, 捷辉电子商行	ATI	0815+	12	BGA
218S6ECLA21FG SB600	from hqew, 捷辉电子商行	ATI	0924+	4	BGA
218S6ECLA21FG/SB600	from hqew, 捷辉电子商行	ATI	0733+	20	BGA
218S6ECLA21FG/SB600	from hqew, 捷辉电子商行	ATI	0747+	2	BGA
218S6ECLA21FG/SB600	from hqew, 捷辉电子商行	ATI	0726+	7	BGA
218S6ECLA21FG/SB600	from hqew, 捷辉电子商行	ATI	0838+	9	BGA
218S6ECLA21FG/SB600	from hqew, 捷辉电子商行	ATI	0741+	3	BGA
218S7EBLA12FG SB700	from hqew, 捷辉电子商行	ATI	0930+	5	BGA
5200 NPB	from hqew, 捷辉电子商行	NVIDIA	07+	10	BGA
720400KFF	from hqew, 捷辉电子商行	NEC	0951+	1	BGA
82547GI	from hqew, 捷辉电子商行	INTEL	0437+	38	BGA
82547GI	from hqew, 捷辉电子商行	INTEL	0447+	60	BGA
82562EZ	from hqew, 捷辉电子商行	INTEL	0426+	6	BGA
82562EZ	from hqew, 捷辉电子商行	INTEL	0337+	14	BGA
82562GZ	from hqew, 捷辉电子商行	INTEL	0522+	84	BGA
82562GZ	from hqew, 捷辉电子商行	INTEL	0645+	75	BGA
88E1116-NNC1	from hqew, 捷辉电子商行	MARVELL	0808+	100	QFN
88E1116-NNC1	from hqew, 捷辉电子商行	MARVELL	0620+	108	QFN
88E8001-LKJ1	from hqew, 捷辉电子商行	MARVELL	0630+	41	QFP
88E8001-LKJ1	from hqew, 捷辉电子商行	MARVELL	0824+	188	QFP
88E8052-NNC1 A3P	from hqew, 捷辉电子商行	MARVELL	0643+	87	QFN
88E8052-NNC1 A3P	from hqew, 捷辉电子商行	MARVELL	0702+	66	QFN
88E8052-NNC1 A3P	from hqew, 捷辉电子商行	MARVELL	0510+	9	QFN
88E8053-NNC	from hqew, 捷辉电子商行	MARVELL	0440+	135	QFN
88E8053-NNC	from hqew, 捷辉电子商行	MARVELL	0552+	80	QFN
88E8053-NNC	from hqew, 捷辉电子商行	MARVELL	0548+	316	QFN
88E8053-NNC1 A3P	from hqew, 捷辉电子商行	MARVELL	0737+	9	QFN
88E8053-NNC1 A3P	from hqew, 捷辉电子商行	MARVELL	0639+	1	QFN
88E8056-NNC1	from hqew, 捷辉电子商行	MARVELL	0715+	266	QFN
88E8056-NNC1	from hqew, 捷辉电子商行	MARVELL	0712+	7	QFN
88E8070-NNC1	from hqew, 捷辉电子商行	MARVELL	0929+	7	QFN
89HPES16T7ZHBXG	from hqew, 捷辉电子商行	IDT	0747+	2	BGA
A290021TL-70F	from hqew, 捷辉电子商行	AMC	0528+	17	PLCC
AC5520 SLGMU	from hqew, 捷辉电子商行	INTEL	0847+	136	QFN
AC82GN40 SLGPX	from hqew, 捷辉电子商行	INTEL	0904+	1	BGA
AD1882	from hqew, 捷辉电子商行	AD	0825+	567	QFN
AD1882JCPZ	from hqew, 捷辉电子商行	AD	0825+	35	QFN
AD1882JCPZ	from hqew, 捷辉电子商行	AD	0840+	10	QFN
AD1882JCPZ	from hqew, 捷辉电子商行	AD	0908+	8	QFN
AD1885JST	from hqew, 捷辉电子商行	AD	0327+	5	QFP48
AD1885-JST	from hqew, 捷辉电子商行	AD	01+	40	QFP
AD1986AJCPZ	from hqew, 捷辉电子商行	AD	0745+	56	QFN
AD1986AJCPZ	from hqew, 捷辉电子商行	AD	0747+	384	QFN
ALC201A	from hqew, 捷辉电子商行	REALTEK	04+	144	QFP
ALC202A	from hqew, 捷辉电子商行	REALTEK	02/04+	31	QFP
ALC268	from hqew, 捷辉电子商行	REALTEK	0802+	44	QFP48
ALC850	from hqew, 捷辉电子商行	REALTEK	0815+	26	QFP
ALC850	from hqew, 捷辉电子商行	REALTEK	05/06+	1652	QFP
ALC883	from hqew, 捷辉电子商行	REALTEK	0614+	9	QFP48
ALC883	from hqew, 捷辉电子商行	REALTEK	0833+	4	QFP
ALC883	from hqew, 捷辉电子商行	REALTEK	0802+	1	QFP
ALC889A	from hqew, 捷辉电子商行	REALTEK	07/09+	363	QFP
ALC892R	from hqew, 捷辉电子商行	REALTEK	10+	23	QFP
AMD-8111AC	from hqew, 捷辉电子商行	AMD	0445+	29	BGA
AMD-8111AC	from hqew, 捷辉电子商行	AMD	0335+	2	BGA
AMD-8111AC	from hqew, 捷辉电子商行	AMD	0544+	1	BGA
BCM4401KQLG	from hqew, 捷辉电子商行	BROADCOM	0615+	3	QFP
BCM5751KFB	from hqew, 捷辉电子商行	BROADCOM	0540+	35	BGA
BCM5751KFB	from hqew, 捷辉电子商行	BROADCOM	0508+	7	BGA
BCM5752KFBG	from hqew, 捷辉电子商行	BROADCOM	0519+	245	BGA
BCM5786KMLG P12	from hqew, 捷辉电子商行	BROADCOM	0949+	362	QFN
BCM5787MKFBG	from hqew, 捷辉电子商行	BROADCOM	0629+	20	BGA
BCM5789KFB	from hqew, 捷辉电子商行	BROADCOM	0544+	15	BGA
BCM5789KFB	from hqew, 捷辉电子商行	BROADCOM	0521+	10	BGA
BCM5789KFB	from hqew, 捷辉电子商行	BROADCOM	0542+	19	BGA
BCM5789KFBG	from hqew, 捷辉电子商行	BROADCOM	0624+	58	BGA
BCM5789KFBG	from hqew, 捷辉电子商行	BROADCOM	0704+	22	BGA
BD82HM65 SLJ4P	from hqew, 捷辉电子商行	INTEL	1022+	12	BGA
C3-1.0AGHZ(133*7.5)1.40V	from hqew, 捷辉电子商行	VIA	0609+	2	BGA
C3-800AMHZ(133*6.0)1.65V	from hqew, 捷辉电子商行	VIA	0428+	1	BGA
C3-800AMHZ(133*6.0)1.65V	from hqew, 捷辉电子商行	VIA	0613+	4	BGA
C7 1000/400 CD	from hqew, 捷辉电子商行	VIA	0640+	1	BGA
C7 1500/400 CD	from hqew, 捷辉电子商行	VIA	0740+	15	BGA
C7 1500/400 CD	from hqew, 捷辉电子商行	VIA	0722+	18	BGA
CH7301C-TF	from hqew, 捷辉电子商行	CHRONTEL	0830+	9	QFP64
CLCE4170DS3 SLH5C	from hqew, 捷辉电子商行	intel	1021	625	BGA
CMI9761A	from hqew, 捷辉电子商行	CMI	04+	42	QFP
CT5880-DCQ	from hqew, 捷辉电子商行	CREATIVE	0004+	4	QFP128
EP1C6F256C8N	from hqew, 捷辉电子商行	ALTERA	0931+	5	BGA
ES1869F	from hqew, 捷辉电子商行	ESS	0421+	660	QFP
ES1938S	from hqew, 捷辉电子商行	ESS	0030+	18	QFP100
ES1938S	from hqew, 捷辉电子商行	ESS	0039+	1	QFP100
F2167VTE33V	from hqew, 捷辉电子商行	RENSAS	0632+	4	QFP
FW82546EB	from hqew, 捷辉电子商行	INTEL	0343+	4	BGA
FW82801AA SL38Q	from hqew, 捷辉电子商行	INTEL	0927+	20	BGA
FW82801DB SL6DM	from hqew, 捷辉电子商行	INTEL	0747+	12	BGA
FW82801DBM SL6DN	from hqew, 捷辉电子商行	INTEL	0525+	44	BGA
FW82801EB SL73Z	from hqew, 捷辉电子商行	INTEL	0605+	1	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0604+	100	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0616+	13	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0525+	26	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0319+	1	BGA
FW82801FB SL8BZ	from hqew, 捷辉电子商行	INTEL	0548+	80	BGA
FX5500	from hqew, 捷辉电子商行	NVIDIA	0536+	79	BGA
G200-103-B3	from hqew, 捷辉电子商行	NVIDIA	0925+	1	BGA
G200-103-B3	from hqew, 捷辉电子商行	NVIDIA	0937+	5	BGA
G200-103-B3	from hqew, 捷辉电子商行	NVIDIA	1005+	5	BGA
G200-103-B3	from hqew, 捷辉电子商行	NVIDIA	1011+	31	BGA
G73-GT-H-N-B1	from hqew, 捷辉电子商行	NVIDIA	0801+	18	BGA
G73-GT-N-B1	from hqew, 捷辉电子商行	NVIDIA	0713+	6	BGA
G73-GT-N-B1	from hqew, 捷辉电子商行	NVIDIA	0717+	1	BGA
G73-H-N-B1	from hqew, 捷辉电子商行	NVIDIA	0748+	9	BGA
G73-N-A2	from hqew, 捷辉电子商行	NVIDIA	0715+	7	BGA
G73-N-A2	from hqew, 捷辉电子商行	NVIDIA	0621+	2	BGA
G73-N-B1	from hqew, 捷辉电子商行	NVIDIA	0706+	2	BGA
G73-VZ-H-N-B1	from hqew, 捷辉电子商行	NVIDIA	0752+	1	BGA
G84-403-A2	from hqew, 捷辉电子商行	NVIDIA	0747+	5	BGA
G92-159-A2	from hqew, 捷辉电子商行	NVIDIA	0826+	12	BGA
G92-159-A2	from hqew, 捷辉电子商行	NVIDIA	0819+	6	BGA
G94-309-B1	from hqew, 捷辉电子商行	NVIDIA	0833+	4	BGA
G94-358-B1	from hqew, 捷辉电子商行	NVIDIA	0941+	10	BGA
G94-358-B1	from hqew, 捷辉电子商行	NVIDIA	0933+	2	BGA
G94-358-B1	from hqew, 捷辉电子商行	NVIDIA	1017+	7	BGA
G94-358-B1	from hqew, 捷辉电子商行	NVIDIA	0937+	5	BGA
G96-200-C1	from hqew, 捷辉电子商行	NVIDIA	0903+	1	BGA
G96-200-C1	from hqew, 捷辉电子商行	NVIDIA	0911+	1	BGA
G96-229-C1	from hqew, 捷辉电子商行	NVIDIA	0901+	38	BGA
G96-229-C1	from hqew, 捷辉电子商行	NVIDIA	0933+	15	BGA
G98-400-U2	from hqew, 捷辉电子商行	NVIDIA	1033+	2	BGA
G98-400-U2	from hqew, 捷辉电子商行	NVIDIA	1018+	2	BGA
GF-2TM-IGP-S	from hqew, 捷辉电子商行	NVIDIA	0450+	15	BGA
GF-3TM-VP	from hqew, 捷辉电子商行	NVIDIA	0116+	10	BGA
GF-3TM-VP	from hqew, 捷辉电子商行	NVIDIA	0135+	10	BGA
GF-6500-N-A2	from hqew, 捷辉电子商行	NVIDIA	0544+	40	BGA
GF-6600-A2	from hqew, 捷辉电子商行	NVIDIA	0441+	9	BGA
GF-6600-A4	from hqew, 捷辉电子商行	NVIDIA	0501+	1	BGA
GF-6600-GT-N-A4	from hqew, 捷辉电子商行	NVIDIA	0726+	1	BGA
GF-6600-GT-N-A4	from hqew, 捷辉电子商行	NVIDIA	0722+	57	BGA
GF-6600-LE-A4	from hqew, 捷辉电子商行	NVIDIA	0625+	39	BGA
GF-6800D-G3-B1	from hqew, 捷辉电子商行	NVIDIA	0525+	25	BGA
GF-6800-GT-A1	from hqew, 捷辉电子商行	NVIDIA	0502+	2	BGA
GF-6800-GT-PCI-A1	from hqew, 捷辉电子商行	NVIDIA	0453+	5	BGA
GF-6800-GT-PCI-A1	from hqew, 捷辉电子商行	NVIDIA	0451+	6	BGA
GF-7100GS-N-B2	from hqew, 捷辉电子商行	NVIDIA	0719+	9	BGA
GF-7100GS-N-B2	from hqew, 捷辉电子商行	NVIDIA	0714+	36	BGA
GF-7100GS-N-B2	from hqew, 捷辉电子商行	NVIDIA	0722+	37	BGA
GF-7300LE-N-A3	from hqew, 捷辉电子商行	NVIDIA	0706+	1	BGA
GF-8100-720A-A2	from hqew, 捷辉电子商行	NVIDIA	0822+	2	BGA
GF8200-A-A2	from hqew, 捷辉电子商行	NVIDIA	0917+	3	BGA
H5DU281622ET-33	from hqew, 捷辉电子商行	HY	0419+	18	TSSOP66
H5RS5223CFR-N2C	from hqew, 捷辉电子商行	HYNIX	0813+	7	BGA
H5TS1G63BFR-12C	from hqew, 捷辉电子商行	HY	0906+	8	BGA
HSI-A2	from hqew, 捷辉电子商行	NVIDIA	0444+	82	BGA
HSI-A2	from hqew, 捷辉电子商行	NVIDIA	0440+	5	BGA
HY57V641620HG	from hqew, 捷辉电子商行	HY	0152+	83	TSSOP54
HY5DU281622ET-4	from hqew, 捷辉电子商行	HY	0506+	14	TSSOP66
HY5DU281622ET-4	from hqew, 捷辉电子商行	HY	0542+	6	TSSOP66
HY5DU281622ET-4	from hqew, 捷辉电子商行	HY	0407+	22	TSSOP66
HY5DU281622ET-4	from hqew, 捷辉电子商行	HY	0519+	4	TSSOP66
HY5DU561622CT-4	from hqew, 捷辉电子商行	HY	0551+	100	TSSOP66
HY5DU561622CT-5	from hqew, 捷辉电子商行	HY	0528+	9	TSSOP66
HY5DU561622CT-5	from hqew, 捷辉电子商行	HY	0350+	5	TSSOP66
HY5DU561622CT-6	from hqew, 捷辉电子商行	HY	0410+	3	TSSOP66
HY5DU561622DT-5	from hqew, 捷辉电子商行	HY	0516+	20	TSSOP66
HY5DU561622DT-5	from hqew, 捷辉电子商行	HY	0427+	2	TSSOP66
HY5DU561622DT-5	from hqew, 捷辉电子商行	HY	0539+	25	TSSOP66
HY5DU561622DT-5	from hqew, 捷辉电子商行	HY	0528+	6	TSSOP66
HY5DU561622DT-5	from hqew, 捷辉电子商行	HY	0435+	1	TSSOP66
HY5DU561622ETP-4	from hqew, 捷辉电子商行	HY	0546+	37	TSSOP66
HY5DU561622ETP-4	from hqew, 捷辉电子商行	HY	0649+	20	TSSOP66
HY5DU561622ETP-4	from hqew, 捷辉电子商行	HY	0706+	41	TSSOP66
HY5DU573222FP-28	from hqew, 捷辉电子商行	HY	0519+	5	BGA
HY5DU573222FP-28	from hqew, 捷辉电子商行	HY	0439+	1	BGA
HY5DV641622AT-4	from hqew, 捷辉电子商行	HY	0312+	56	TSSOP66
HY5PS121621CFP-25	from hqew, 捷辉电子商行	HY	0842+	44	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0701+	28	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0708+	14	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0545+	9	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0525+	10	BGA
HY5PS561621AFP-25	from hqew, 捷辉电子商行	HY	0543+	2	BGA
HY5PS561621AFP-28	from hqew, 捷辉电子商行	HY	0704+	16	BGA
HY5RS123235BFP-14	from hqew, 捷辉电子商行	HY	0715+	51	BGA
HY5RS123235BFP-14	from hqew, 捷辉电子商行	HY	0711+	22	BGA
HY5RS123235BFP-14	from hqew, 捷辉电子商行	HY	0731+	3	BGA
HY5RS123235BFP-14	from hqew, 捷辉电子商行	HY	0740+	10	BGA
HY5RS123235FP-14	from hqew, 捷辉电子商行	HY	0704+	8	BGA
HY5RS123235FP-14	from hqew, 捷辉电子商行	HY	0640+	4	BGA
HY5RS123235FP-14	from hqew, 捷辉电子商行	HY	0629+	2	BGA
HY5RS573225AFP-14	from hqew, 捷辉电子商行	HY	0607+	14	BGA
HYB18H512321BF-10	from hqew, 捷辉电子商行	QIMONDD	0751+	25	BGA
HYB18H512321BF-10	from hqew, 捷辉电子商行	QIMONDD	0744+	1	BGA
HYB18T512161B2F-20	from hqew, 捷辉电子商行	QIMONDD	0750+	13	BGA
ISL6334CRZ	from hqew, 捷辉电子商行	INTERSIL	0836+	25	QFN
ISL6334CRZ	from hqew, 捷辉电子商行	INTERSIL	0827+	75	QFN
ISL6524CBZ	from hqew, 捷辉电子商行	INTERSIL	07+	6	QFN
ISL6537ACRZ	from hqew, 捷辉电子商行	INTERSIL	0731+	2798	QFN
IT500	from hqew, 捷辉电子商行	NVIDIA	0204+	22	BGA
IT8211F DXS	from hqew, 捷辉电子商行	ITE	0550+	730	QFP128
IT8212F DXS	from hqew, 捷辉电子商行	ITE	0546+	148	QFP128
IT8213F/AXS	from hqew, 捷辉电子商行	ITE	0936+	24	QFP128
IT8213F/AXS	from hqew, 捷辉电子商行	ITE	0813+	12	QFP128
IT8213F/AXS	from hqew, 捷辉电子商行	ITE	1007+	23	QFP128
IT8705AF GXS	from hqew, 捷辉电子商行	ITE	0747+	1339	QFP128
IT8705F/BXA	from hqew, 捷辉电子商行	ITE	0101+	3	QFP128
IT8712F-A IXS	from hqew, 捷辉电子商行	ITE	0528+	129	QFP128
IT8712F-A/DYS	from hqew, 捷辉电子商行	ITE	0238+	5	QFP128
IT8712F-A/IXS/GB	from hqew, 捷辉电子商行	ITE	0537+	10	QFP128
IT8712F-A-IXS/GB	from hqew, 捷辉电子商行	ITE	0630+	598	QFP128
IT8716F-S FXS GB	from hqew, 捷辉电子商行	ITE	0852+	14	QFP128
IT8718F-S CXS GB	from hqew, 捷辉电子商行	ITE	0626+	40	QFP128
IT8718F-S/CXS/GB	from hqew, 捷辉电子商行	ITE	0629+	40	QFP128
IT8720F/CXS/GB	from hqew, 捷辉电子商行	ITE	0815+	5	QFP128
IT8720F-CXS	from hqew, 捷辉电子商行	ITE	1002+	41	QFP
IT8725E/BXG	from hqew, 捷辉电子商行	ITE	0933+	19	QFP48
IT8725E/BXS	from hqew, 捷辉电子商行	ITE	0928+	30	QFP48
IT8725E/EXS	from hqew, 捷辉电子商行	ITE	1103+	62	QFP48
IT8892E/CXS	from hqew, 捷辉电子商行	ITE	1053+	21	QFP128
IT-8X	from hqew, 捷辉电子商行	NVIDIA	02+03+	49	BGA
IT-8X-4800	from hqew, 捷辉电子商行	NVIDIA	0304+	15	BGA
J1116BASE-DJ-E	from hqew, 捷辉电子商行	ELPIDA	0840+	21	BGA
JG82865G SL743	from hqew, 捷辉电子商行	INTEL	0527+	50	BGA
JG82865G SL99Y	from hqew, 捷辉电子商行	INTEL	0722+	243	BGA
JG82865G SL99Y	from hqew, 捷辉电子商行	INTEL	0610+	30	BGA
JG82865G SL99Y	from hqew, 捷辉电子商行	INTEL	0844+	52	BGA
K4D261638E-TC40	from hqew, 捷辉电子商行	SAMSUNG	0331+	1	TSSOP66
K4D261638F-TC36	from hqew, 捷辉电子商行	SAMSUNG	0352+	1	TSSOP66
K4D261638F-TC36	from hqew, 捷辉电子商行	SAMSUNG	0416+	60	TSSOP
K4D261638F-TC40	from hqew, 捷辉电子商行	SAMSUNG	0416+	107	TSSOP
K4D263238M-QC50	from hqew, 捷辉电子商行	SAMSUNG	0208+	10	TSSOP
K4D551638F-TC50	from hqew, 捷辉电子商行	SAMSUNG	0504+	20	TSSOP66
K4J10324QD-HJ1A	from hqew, 捷辉电子商行	SAMSUNG	0901+	3	BGA
K4J52324QE-BJ1A	from hqew, 捷辉电子商行	SAMSUNG	0822+	7	BGA
K4J52324QE-BJ1A	from hqew, 捷辉电子商行	SAMSUNG	0919+	83	BGA
K4T51163QI-HCE6	from hqew, 捷辉电子商行	SAMSUNG	1049+	14	BGA
K4W1G164QQ-HC25	from hqew, 捷辉电子商行	SAMSUNG	0946+	3	BGA
KM400 CD	from hqew, 捷辉电子商行	VIA	0421+	23	BGA
KM400 CD	from hqew, 捷辉电子商行	VIA	0450+	2	BGA
L6919E	from hqew, 捷辉电子商行	Other	&nbsp;	43	SOP28
LE82P31 SLAHX	from hqew, 捷辉电子商行	INTEL	0724+	5	BGA
LE82P31 SLAHX	from hqew, 捷辉电子商行	INTEL	0725+	1	BGA
LE82P31 SLAHX	from hqew, 捷辉电子商行	INTEL	0738+	773	BGA
LE82P31 SLASK	from hqew, 捷辉电子商行	INTEL	0841+	89	BGA
LE82P31 SLASK	from hqew, 捷辉电子商行	INTEL	0815+	84	BGA
LE82P31 SLASK	from hqew, 捷辉电子商行	INTEL	0728+	1	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0742+	360	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0802+	360	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0712+	38	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0810+	269	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0721+	15	BGA
LE82P35 SLA9R	from hqew, 捷辉电子商行	INTEL	0728+	30	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0644+	1	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0637+	86	BGA
LE82P965 SL9QX	from hqew, 捷辉电子商行	INTEL	0626+	224	BGA
LE82Q963 SL9R2	from hqew, 捷辉电子商行	INTEL	0738+	25	BGA
LE82Q963 SL9R2	from hqew, 捷辉电子商行	INTEL	0737+	1	BGA
LSISAS1068E B2	from hqew, 捷辉电子商行	LSI	0805+	11	BGA
MCP51-A2	from hqew, 捷辉电子商行	NVIDIA	0530+	17	BGA
MPC8308VMAGD	from hqew, 捷辉电子商行	FREESCALE	1015+	5	BGA
